text,true_category,word_count
whoa what you are effectively doing is implying that if a player plays really well he stores up mistakes that can be used at a later time ths is not so roy is the villain as you so succinctly put it because he allowed a very cheap goal if you think roy outplayed hextall perhaps you should get a tape of the game and watch the first minutes of the third period nhl goaltenders make some great saves if they did not they would not be in the nhl in the first place i do not expect any particular goalie to be able to make the great saves all of the time even though they are occasionally required however when it comes to a routine shot like sakic s especially at such a crucial time in a game i don t think there are any legitimate excuses i am not arguing that hextall was brilliant i am arguing is that a relatively weak wrist shot from the outside of the circle shold not result in a goal in a one goal game with less than a minute to go there is no such thing as just the goal i have not defended dionne for taking the penalty either in fact i think it was a boneheaded move but it led to one goal only and montreal had a two goal lead my main concern is the second goal what you say about the skaters is absolutely true but realize that the game was effectively won you could watch any hockey game in fact you could watch any sporting event period and spend hours discussing the what if s w r t missed opportunities they are not important when the final result is decided if i get the time soon i ll watch the game again and email you a list of lucky montreal bounces and a list of quebec offensive screwups montreal was leading with a minute to go the goalie is the last line of defence and i will grant that extra attention is focussed on him sometimes without justification but roy gave up a lousy goal and a team cannot afford such a goal who cares of what value is it to justify one lousy play with a totally unrelated lousy play i could do a hextall critique if you d like but if you re going to assess his performance keep in mind that he made the key saves at the key times for the record i did not say that roy was not one of the top goaltenders in the league in fact i agree that he is i assume you are referring to me however i have pointed out that i think the loss can be blamed on roy i have not said he sucks nor do i think i ve made any other derogatory comments if you regard objective and informed fyi observations as derogatory i really can t help you,rec.sport.hockey,497
i was recently thumbing through the lemon aid new car guide what i found was a car would be given a recommended under the picture while a few sentences later noting how a driver and passenger were virtually guaranteed to be killed in a front end collision the most highly recommended small car the civic has the worst crash rating of all of the small cars listed there were many such cases of great vehicles where you wouldn t survive an accident is it only me or is safety not one of the most important factors when buying a car,rec.autos,100
i m not sure of the exact recipe but i m sure acidophilus is one of the major ingredients,sci.med,19
i am an ulf and pgh fan and what pisses me off about the whole adam graves ulf samuesson debate is that ulf plays hard hitting hockey nothing wrong with that while graves does what he does when the only way to win a game is to intentionally hurt someone which bites i thought they had instituted all kinds of new rules this season to stop crap like that is it just me or does the officiating just still stink to high heaven imho if they could get rid of the existing refs and institute a new system with more than one ref on the ice to keep an eye on the trouble makers then a lot of these things would stop and then the game would be ruled by the finnesse players mario selanne bure messier et al,rec.sport.hockey,139
years ago when i was an intern an obese young woman was brought into the er comatose after having been reported to have grand mal seizures why attending a corn festival we pumped her stomach and obtained what seemed like a couple of liters of corn much of it intact kernals after a few hours she woke up and was fine i was tempted to sign her out as acute corn intoxication gordon banks n jxp skepticism is the chastity of the intellect and geb cadre dsl pitt edu it is shameful to surrender it too soon,sci.med,97
showing a meaningless relatively baseball game over the overtime of game that was tied up with less than seconds left on the clock,rec.sport.hockey,23
well that post was not that accurate people with early life hernias are felt to have a congenital sack that promotes the formation of hernias the hernias of later life may be more associated with chronic straining however the risk of damage to the intestine without an operation is high enough that it ought to be repaired the risk of cancer is probably no higher than the general population but since you are near it would be sensible to have some sort of cancer screening such as a flexible sigmoidoscopy sorry for the misleading info,sci.med,95
pierre for purposes of the tie breaker you only count the first three games in each city therefore quebec cannot possibly be ahead of montreal and there s probably only one game that counts remaining between boston and quebec which means boston has probably already won,rec.sport.hockey,46
either i ve just fallen for this or you guys are really paranoid you re actually worried about somebody stealing your oil c mon you think a vandal ll do that that s absolutely ridiculous besides how hard is it to get under the car to change the oil i can say from experience on the cars that i ve driven and changed the oil on my mazda is pretty much a pain but once you ve done it once you don t forget how and it gets easier i can t imagine any other cars are much worse than mine,rec.autos,101
see the article an efficient ray polygon intersection p in graphics gems isbn the second step intersecting the polygon does what you want there is sample code in the book spl,comp.graphics,31
the greeks did try to invade cyprus just before the turkish intervention they failed just for your info,talk.politics.mideast,18
makes sense since the new mercedes benz engines go from l to a l nothing in between btw i beleive the numbers on those mb engines are and hp respectively the one upmanship in hp might induce bmw to create a larger six also the e has lagged behind the er for some time wrt hp i am sure the bavarians wouldn t want to be shown up by the schwabians ps those mb engines haven t been released over here yet,rec.autos,82
i am sure mary or henry can describe this more aptly then me but here is how i understand it at speed near supersonic the wind behaves like a fluid pipe it becomes incompressible so wind has to bend away from the wing edges as the wing thickens the more the pipes bend if they have no place to go they begin to stall and force compression stealing power from the vehicle high drag if you squeeze the fuselage so that these pipes have aplace to bend into then drag is reduced essentially teh cross sectional area of the aircraft shoulf remain constant for all areas of the fuselage that is where the wings are subtract teh cross sectional area of the wings from the fuselage,sci.space,126
my suggestion look at your current insurance card there will be a name accross the top telling you which insurance company you are insured by call information in houston and get the number of a branch office in the houston area call the insurance company your rates will vary depending on the amount of coverage you want do you want to carry comp and collision probably not on an what your driving record is you mentioned none of these things in your posting so how can anyone give you accurate information like i said pick up the phone and make a few calls it won t kill you,rec.autos,108
if it works it s only due to the heat produced by the laser,sci.med,14
sperm deposited near the entrance of the vagina has been known to cause pregnancy even in the presence of a hymen i doubt that sperm could make it through a layer of cloth then find the right path to a waiting ovum but it might be possible so it is possible for a woman to be both virgin and pregnant also some hymens are sufficiently loose to allow near normal intercourse without rupturing the problem when investigating these phenomenae is of course getting an honest account of what exactly happened,sci.med,90
x x fake convertible roofs and vinyl roofs x any gold trim x x these i will agree are abominations right along with the fake x continental spare tire kit it s sad watching those little old ladies x try to load their groceries into the trunk with that huge tire medallion x in the way x most pitiful fake convertible top on a cadillac cimarron with x all the chrome door trim still visible not fooling anyone x of course there was that hyundai excel i once saw x least you think bad taste is something new back in the early s i saw a couple of cars with flocked paint jobs thats not a typo i think they sprayed on some kind of glue then blew on tiny pieces of nylon it comes out looking like felt can you picture a huge plymouth fury iii in dark blue felt i think i can even remember one guy who did it in red to a early s corvette that was after he had turned it into a station wagon mack costello mcostell oasys dt navy mil code formerly david taylor model basin carderock division hq nswc bethesda md phone,rec.autos,200
gnuplot etc make it easy to plot real valued functions of variables but i want to plot functions whose values are vectors i have been doing this by plotting arrays of arrows complete with arrowheads but before going further i thought i would ask whether someone has already done the work any pointers thanx in advance,comp.graphics,56
bill no flame intended but you re way way off base in simple terms kirilian photography registers the electromagnetical fields around objects in simple it takes pictures of your aura greg,sci.med,31
no just a little anger normally i don t rip people s lips off except when my candida has overcolonized and i become fungus man jon charter member infj club,sci.med,30
i knew despite the lack of a full game telecast last week it was still too much hockey for atlanta atlanta s abc has declined to pick up any playoff games till may and even when they show the games on may and may they will continue to skip the first half hour of the telecast i know this is still a better situation compared to rest of georgia alabama etc but it is still pretty annoying at least in pittsburgh we had a network preemptionchannel which showed all netwoork shows prempted by the local affiliate i asked them what their problem was i told them that a local rating was not that bad considering it was the first nhl game shown after a long time without much promotion besides their syndicated programming in the afternoon is usually low rated so what did they have to lose by showing nhl playoffs she told me that they had contractual obligations i asked her if golf was shown oin abc would contractual obligations come in the way and how come contractual obligations didn t come in the way of last week s telecast she then couldn t give me a coherent answer also i added that atlanta had one of the highest neutral site game attendances and that the demographics were good i think abc and other networks should begin to tie their high rated programs like roseanne in with thier sports programming i hope that everyone in atlanta who reads this bboard calls wsb and complain bitterlyt about this tell them you will stop watching their news telecasts since they seem to be very unprofessional in handling this situation,rec.sport.hockey,278
rumor has it that a guy at dell computer had his miata totalled so that would be about k,rec.autos,19
well so are we and we see it completely different than you guess it s a matter of perspective,rec.sport.hockey,19
well i dived in feet first and reverse engineered the prj file as much as i needed to extracted the mapping icon information which is when it dawned on me that d studio is useless for my needs i need a mapping icon per applied texture i want to use a special purpose graphics computer for rendering the ds models and it requires a texture rule plane to be specified in space i e position orientation of the mapping rule since only one mapping icon is used in ds to apply textures to all objects faces it renders no pun intended ds totally unsuitable for my needs anyone got a contact for alias upfront or any other good modeller for a pc i must be able to specify texture rules one per texture and this must be saved in a file which i can read i haven t found any info on alias in the copy of the faq that i have,comp.graphics,162
ok if you are so right name a few good examples that were brought up john,rec.autos,16
bufflo sabres has just finished their great four wins over boston all sabres players contribute to those great wins but those talent players including mogily fuhr kemhlev and lafontin impressed me most their skills showed the art of sport not like the garbage speech from the coach s corner,rec.sport.hockey,49
i think it s known but it s neat can it be extended to d,comp.graphics,15
forwarded from public information office jet propulsion laboratory california institute of technology national aeronautics and space administration pasadena calif contact mary a hardin for immediate release april scientists at nasa s jet propulsion laboratory report the successful flight of a balloon carrying instruments designed to measure and study chemicals in the earth s ozone layer the april flight from california s barstow daggett airport reached an altitude of kilometers feet and took measurements as part of a program established to correlate data with the upper atmosphere research satellite uars the data from the balloon flight will also be compared to readings from the atmospheric trace molecular spectroscopy atmos experiment which is currently flying onboard the shuttle discovery we launch these balloons several times a year as part of an ongoing ozone research program in fact jpl is actively involved in the study of ozone and the atmosphere in three important ways said dr jim margitan principal investigator on the balloon research campaign there are two jpl instruments on the uars satellite he continued the atmos experiment is conducted by jpl scientists and the jpl balloon research provides collaborative ground truth for those activities as well as data that is useful in its own right the measurements taken by the balloon payload will add more pieces to the complex puzzle of the atmosphere specifically the mid latitude stratosphere during winter and spring understanding the chemistry occurring in this region helps scientists construct more accurate computer models which are instrumental in predicting future ozone conditions the scientific balloon payload consisted of three jpl instruments an ultraviolet ozone photometer which measures ozone as the balloon ascends and descends through the atmosphere a submillimeterwave limb sounder which looks at microwave radiation emitted by molecules in the atmosphere and a fourier transform infrared interferometer which monitors how the atmosphere absorbs sunlight launch occurred at about noontime and following a three hour ascent the balloon floated eastward at approximately kilometers per hour knots data was radioed to ground stations and recorded onboard the flight ended at p m pacific time in eastern new mexico when the payload was commanded to separate from the balloon we needed to fly through sunset to make the infrared measurements margitan explained and we also needed to fly in darkness to watch how quickly some of the molecules disappear it will be several weeks before scientists will have the completed results of their experiments they will then forward their data to the uars central data facility at the goddard space flight center in greenbelt maryland for use by the uars scientists the balloon was launched by the national scientific balloon facility normally based in palestine tex operating under a contract from nasa s wallops flight facility the balloon was launched in california because of the west to east wind direction and the desire to keep the operation in the southwest the balloons are made of micron mil or less than one thousandth of an inch thick plastic and are cubic meters million cubic feet in volume when fully inflated with helium meters feet in diameter the balloons weigh between and kilograms and pounds the scientific payload weighs about kilograms pounds and is meters six feet square by meters feet high the jpl balloon research is sponsored by nasa s upper atmosphere research program and the uars correlative measurements program,sci.space,558
not always true in fact in the case of doug gilmour he actually praises them europeans that do those things are scum in cherry s opinion canadian kids that do them are tough just like a real canadian ulf samuelsson cheap shots mark messier s ribs and don wants ulf s head doug gilmour breaks tomas sandstrom s arm and don says sandstrom had it coming methinks don is either very confused or just a bigot most likely the latter i used to like don cherry i thought he was great but i m starting to see his true colors redneck and the more i see of them the more i think he s just an asshole,rec.sport.hockey,117
here are some selected excerpts of the invitation registration form they sent me retyped without permission all typo s are mine low cost lunar access a one day conference to explore the means and benefits of a rejuvenated human lunar program friday may hyatt regency crystal city hotel arlington va about the conference the low cost lunar access conference will be a forum for the exchange of ideas on how to initiate and structure an affordable human lunar program inherent in such low cost programs is the principle that they be implemented rapidly and meet their objectives within a short time frame more deleted conference program preliminary in the washington room a m opening remarks dr alan m lovelace a m keynote address mr brian dailey a m u s policy outlook john pike american federation of scientists a discussion of the prospects for the introduction of a new low cost lunar initiative in view of the uncertain direction the space program is taking noon morning plenary sessions presentations on architectures systems and operational concepts emphasis will be on mission approaches that produce significant advancements beyond apollo yet are judged to be affordable in the present era of severely constrained budgets in the potomac room p m lunch guest speaker mr john w young nasa special assistant and former astronaut in the washington room p m international policy outlook ian pryke invited esa washington office the prevailing situation with respect to international space commitments with insights into preconditions for european entry into new agreements as would be required for a cooperative lunar program p m afternoon plenary sessions presentations on scientific objectives benefits and applications emphasis will be placed on the scientific and technological value of a lunar program and its timeliness there is a registration form and the fee is us the mail address is american institute of aeronautics and astronautics dept no washington dc and the fax no is or it says you can register on site during the aiaa annual meeting and on friday morning may from sounds interesting too bad i can t go,sci.space,348
i don t want to sell this car but i need money for college chevelle super sport rebuilt four speed bolt positrac numbers match original miles no rust looks and runs excellent or best offer call dennis at or email dennisk cs uoregon edu,rec.autos,44
i want one and i don t want to move to europe to buy one please make it the next pontiac f car of course i ll have to wait till to buy it,rec.autos,34
peter there s a radiosity package ahead the only problem is there are a few miles to sail let s be serious i m working on a radiosity package written in c i would like to make it public domain i ll announce it in c g the minute i finished it that were the good news the bad news it ll take another months at least to finish it in the meantime you may have a look at the file radiosity code tar z located at compute cc ncsu edu there are some other locations have a look at archie to get the nearest hope that ll help yours stephan stephan amann sig computer graphics university of berne switzerland amann iam unibe ch tel fax projects radiosity raytracing computer graphics,comp.graphics,131
when do the new m benz c class cars come out the new nomenclature that mb has adopted will it only apply to the c class cars or will it also apply to the current s class cars does any one know what will replace the current class since the c class will be smaller and more in line with the current another question is bmw realising a new body style on the current series and series they seem to be a bit dated to me,rec.autos,86
i always believed the statement those who do not know their history are condemned to repeat it will durant but i am beginning to believe the opposite is true here in t p m and in other newsgroups it seems that history is mainly remembered to foment hatred or to be used as a club in the history of my own people there are ample acts of shame both done by my people and done to my people since i was not party to any of those acts i refuse to accept blame for the evil acts that my ancestors committed nor do i direct hatred toward the descendants of those who committed evil acts against my ancestors will all of this discussion rebuild a single mosque will it rebuild the temple somehow i doubt that it will a post in another group on the bosnian war asked us all to love each other that love would conquer hate sadly i remember a tv interview with a young woman in sarajevo sp who was as i remember a former olympic calibre contestant in the rifle shoot she was now trying to pick off serbian snipers during the communist years she had married a serb who was now fighting against her people so it seems that hate will conquer love is there an odd chance that we might all forget past wrongs and try and see how we might all live together it s a damn small planet which we have come very close to turning into a radioactive ball glowing softly in space we seem to have been spared that prospect shall we now bathe it in each other s blood shalom salam and peace,talk.politics.mideast,285
in re syria s expansion the author writes that the un thought zionism was racism and that they were wrong they were correct the first time zionism is racism and thankfully the mcgill daily the student newspaper at mcgill was proud enough to print an article saying so if you want a copy send me mail was the article about zionism or about something else the majority of people i heard emitting this ignorant statement do not really know what zionism is they have just associated it with what they think they know about the political situation in the middle east so steve lets here what is zionism assuming that you mean hear you weren t listening he just told you zionism is racism this is a tautological statement,talk.politics.mideast,129
you forgot the smiley face i can t believe this is what they turn out at berkeley tell me you re an aberration,sci.med,23
you a good case for rights to abortion,talk.politics.mideast,8
hi all ive applied for the class of at quite a number of schools and have gotten rejects interviews and no responses any one know when the heck these people send out their acceptance letters according to the med school admissions book theyre supposed to send out the number of their class in acceptances by mid march whats going on i am losing my sanity checking my mailbox every day also does anyone have some useful alternatives in case i dont get in i kind of looked into chiropractic and podiatry but they really dont interest me thanks,sci.med,98
commericial support for exploration examples also much if baranovs exploration and utilization of alaska russian america also included parts of washington state oregon and n california was doen by private funds yes some royal governmental funds at times,sci.space,38
you probably mean the mass murders of jews in the west bank between naftaly,talk.politics.mideast,14
this is an outrage i don t even own a dog,talk.politics.mideast,11
this is an invitation to send articles to the informatica magazine the first fully international issue has been published and echoes are quite favourable for any information contact matjaz gams ijs si dear colleague april number of volume of informatica is now out of print and some of you will receive it in a week or so as you will see the journal is structured in the following way the editorial first page profiles second page biography of an editor in this issue terry winograd the edited part of papers pp mission and research reports a plan for knowledge archives project in japan and csli in stanford pp and news and announcements pp this structure is mentioned to give you a suggestion how could you help to make the contents of the journal significant diverse and interesting bringing your own views into the discourse a great emphasis is given to the so called editorial page this page expresses an opinion belief of the writing editor to some problems within the scope of computing and informatics extending into other concerning disciplines e g cybernetics advanced ai cognitive sciences mind informationally concerned neural sciences advanced technology e g photonics etc i asked professor terry winograd to write this page for number i certainly would appreciate very much to get suggestions or possible offers from other editors who like to express their strong directed beliefs concerning a future development of the area in question on the second page of each number an editor s profile is published the aim of the profile is twofold to show his her professional achievements interests scientific and philosophical orientation on one side to narrate his her life story in the environments in which editors has lived and live on the other side this kind of story should be instructive adequately factically faced contributing to the understanding of circumstances in which editors have to act and live the edited part edited papers is still critical i would like to have a stock of accepted papers in advance so the issuing dates of a particular number can be fixed e g january april july and october in situation right now i ask you to help me with contributions of yours or your colleagues collaborators students etc some critical views to the contemporary development of computing and informatics are appreciated a special emphasis should be given also to originality by which fresh ideas are coming into the circulation of different professional communities reports of different occasions symposia conferences meetings etc and particularly on new books papers and interesting events are welcome you can send these news immediately also by your secretary by e mail on the other hand you can send books and other publications annual reports journals calls for papers etc for reviewing and publishing in informatica we in the editorial staff will manage the rest e mail is functioning satisfactorily so please use it in every respect you can submit editorial notes profiles reports news and even complete papers written in standard latex format especially formulas we received several final corrected texts in number from different sites us russia etc in this way you can compose reports from already typed texts using your own choice and editing and submit them to the contact person matjaz gams ijs si who is always being on your disposal so you will receive a prompt confirmation and any information concerning our common interest and job at the end please do not forget we need your cooperation and help in every mentioned respect the aim of informatica is to open various possibilities of communication concerning strong scientific and philosophical orientations as well as those coming up still unrevealed and on the way to become significant please do not apprehend to give proposals suggestions and certainly contributions via the e mail and by other means sincerely yours,comp.graphics,643
besides there s no case that can be made for us military involvement there that doesn t apply equally well to say liberia angola or it appears with the khmer rouge s new campaign cambodia non whites don t count hmm some might say kuwaitis are non white ooops i forgot kuwaitis are oil rich loaded with petro dollars etc so they don t count and let s not forget somalia which is about as far from white as it gets,talk.politics.mideast,81
washington upi a senior state department official on tuesday ruled out any softening of u s attitudes toward iraq but said relations with iran s islamic regime could improve substantially if that government disassociates itself from international terrorism despite the name calling and the harsh rhetoric from across the gulf despite all this we do not take a position of permanent hostility towards the islamic republic of iran david mack deputy assistant secretary for near eastern affairs said the primary u s objection is iran s international behaviour which includes extending support of violence to disrupt the arab israeli peace process and its rapid build up of dangerous weapons mack said iran could contribute to regional stability and peace but first it is to end the behaviour which threatens this area mack spoke at the u s gcc business conference aimed at promoting gulf american trade he said the middle east will be an item very high on the agenda of the u s administration the importance of the gulf is underlined by secretary of state warren christoper s visit last year to saudi arabia and kuwait before anywhere else in the world mack said he added that the u s has no long term plan to station troops in the gulf mack also insisted that the clinton administration will continue to pressure iraq to comply with all the u n security resolutions as long as iraq is ruled by saddam hussein we do not expect compliance mack told delegates,talk.politics.mideast,250
do you swim nude in a public swimming pool i doubt sperm can penetrate swimsuit material assuming they aren t immediately dispersed by water currents,sci.med,25
are you using the traditional radiosity method progressive refinement or something else in your package if you need to project patches on the hemi cube surfaces what technique are you using do you have hardware to facilitate the projection what are the guest username and password for this ftp site thanks stephan,comp.graphics,52
i was asked to post the team log of this year s winning team in the regular season draft here tis begin dave wessels reading team dave wessels from database log all team log name team points value bought week sold week trevor linden van pre cliff ronning van pre robert reichel cgy pre pat verbeek hfd pre pat falloon sj pre john maclean nj pre eric lindros phi pre rick tocchet pit pre greg adams van pre mike ricci que pre joe juneau bos pre kevin hatcher wsh pre teemu selanne wpg pre pavel bure van pre dixon ward van pre russ courtnall min darren turcotte nyr christian ruuttu chi petr nedved van petr klima edm tony granato la steve duchesne que alexander mogilny buf ray sheppard det steve larmer chi vincent damphousse mtl tony amonte nyr brendan shanahan stl corey millen la johan garpenlov sj kelly kisio sj pat elynuik wsh benoit hogue nyi pat flatley nyi rod brind amour phi michal pivonka wsh joe mullen pit john cullen tor stephane richer nj jeff norton nyi glenn anderson tor ray bourque bos bernie nicholls nj andrew cassels hfd dmitri kvartalnov bos tomas sandstrom la joe sakic que rob blake la derek king nyi michel goulet chi mike modano min dmitri khristich wsh alexander semak nj nikolai borschevsky tor mike donnelly la jeff brown stl thomas steen wpg kevin dineen phi mario lemieux pit wayne gretzky la you have cash points as of week your team is placed of teams andrew scott andrew idacom hp com hp idacom telecom operation ext,rec.sport.hockey,262
major league baseball has told the blue jays and the expos not to sign oscar linares i think that is his name canada does not have the restrictions against cubans that the us has and other major league teams have told the canadian teams that they would be very unhappy if the expos or the blue jays would do this cubans players would not have to defect to play in canada and could play the home games for the expos and blue jays without any trouble,rec.sport.hockey,86
reports in ottawa today say that the senators have come to a verbal agreement with last seasons first pick and nd overall choice alexei yashin on a year deal as well the senators have signed their second round pick chad penney who is currently playing for the sault ste marie greyhounds in the ontario junior league playoffs,rec.sport.hockey,57
dear netters i am looking for c source code to test if a d point lies within a concave polyhadra i have read a few articles about this and know that two solutions exist parity counting and angle sumation both ideas are pretty simple but coding is not so i wonder if there exists public domain source code for this another rough solition don t care special cases is ray casting which is reported to be more or less independent of number of faces consisting the polyhedra if a special space indexing is used m tamminen et al ray casting and block model conversion using a spatial index computer aided designs but the prerequirement is that all the facets of polyhedra have their normal pointing outside of polyhedra how this could be done in practice i have a set of trangles consisting the polyhedra how could i ensure their normals pointing outside the polyhedra the paper mentioned above assumed this is already the case i have also read some standard computer graphics textbook about hidden line removal it says if we make the rule that the normal of a facet pointing toward viewer standing far away from the polyhedra again how to make sure any pointers are welcome yaohong jiang queen s university kingston ont,comp.graphics,215
well there are several bursts in species diversity i can think of the cambrian and ordovician explosions resulted in a vast increase in animal diversity likewise after the one two punch of the permian and triassic extinctions the number of marine animals rose steadily to an all time high just prior to the spread of humans biggest exception being the k t bye bye dinos extinction about families also plants arose from green algae and colonized the land in succesive sweeps mosses colonized very wet environments first ferns who had evolved vascular tissues took over more territory when they evolved these were eventually mostly replaced by gymnosperms pines and the like and then mostly displaced by angiosperms flowering plants now the dominant plant group on the planet fungi also radiated greatly with the invasion of the land around the carboniferous up to about families around the triassic up to maybe families starting in the cretaceous rising to about families currently it s unclear to me at least what the max equilibrium number of species the earth can hold and if it has ever hit this in the past it could be warning speculation alert that diversity has never reached a peak because mass extinctions happen often enough to keep the total number down this would depend a great deal on how fragmented specific ecosystems were see cowen s book history of life for a not too technical run down on well like the title sez the history of life or see wilson s diversity of life for a view centered more on current ecology this is imho the best popular biology book of what the hell i ll say it all time follow ups to t o,sci.space,287
flights of fancy and other irrational approaches are common the crucial thing is not to sit around just having fantasies they aren t of any use unless they make you do some experiments i ve known a lot of scientists whose fantasies lead them on to creative work usually they won t admit out loud what the fantasy was prior to the consumption of a few beers simple example warren jelinek noticed an extremely heavy band on a dna electrophoresis gel of human alu fragments he got very excited hoping that he d seen some essential part of the control mechanism for eukaryotic genes this fantasy led him to sequence samples of the band and carry out binding assays the result was a well conserved or so bp sequence that occurs about times in the human genome unfortunately for warren s fantasy it turns out to be a transposon that is present in so many copies because it replicates itself and copies itself back into the genome on the other hand the characteristics of transposons were much elucidated the necessity of a cellular reverse transcriptase was recognized and the standard method of recognizing human dna was created other species have different sets of transposons fortunately for me warren and i used to eat dinner at t g i fridays all the time i m not sure that it s random but there is no known rational mechanism for generating a rich set of interesting hypotheses if you are really working in an unknown area it is unlikely that you will have much sense of what might or might not be true under those circumstances the best thing to do is just follow whatever instincts you have if they are wrong you will find out soon enough but at least you will find out something if you try to do experiments at random with no prior conceptions at all in mind you will probably get nowhere unfortunately the critical function does sometimes become hostage to non rational forces then we get varieties of pathological science lysenko mirsky s opposition to dna as gene cold fusion and so forth i don t agree that this follows in fact this is exactly the point at which i disagree with feyerabend it is a most important part of the culture of science that one keeps one s jealousies out of the refereeing process failures there are aplenty but on the whole things work out another point there are a couple of senses of the phrase experimental design i d say that the less rational part is in experimental choice not design alexander fleming proc royal soc chose to look for bacteriophage in his own mucus for strange reasons phage had previously been found in locust diarrhea fleming probably thought runny bottom runny nose what the hell it s worth a try but his method of looking for phage was well designed to detect anything phage like in fact he found lysozyme it is not clear to me what you mean by rational vs irrational perhaps you can give a few examples of surprising experiments that were tried out for perfectly rational reasons or interesting new theories that were first advanced from logical grounds the main examples i can think of are from modern high energy physics which is not typical of science as a whole,sci.med,561
i m getting ready to buy a multimedia workstation and would like a little advice i need a graphics card that will do video in and out under windows i was originally thinking of a targa but that doesn t work under windows what cards should i be looking into thanks craig,comp.graphics,52
i would like a reference to an algorithm that can detect whether one closed curve bounded by some number of bezier curves lies completely within another closed curve bounded by bezier curves thanks,comp.graphics,33
i can t fiqure this out i have properly compiled pov on a unix machine running sunos the problem is that when i run the sample pov files and use the exact same parameters when compiling different tga outputs some of the tga s are okay and other s are unrecognizable by any software,comp.graphics,54
try searching for dmorf i think it s located on wuarchive wustl edu in a mirror directory i ve used it before it was pretty good,comp.graphics,26
i have a eagle talon and i wanted a pair of gts headlight covers actually they are turning signal covers since the talons that year had pop up lights i went to a auto shop and bought the tail light blackouts for but they did not have the turning signal covers in stock i asked how much it would be and he told me it would cost me another i thought this was a bit high for two small pieces of plastic can anyone find me a cheaper pair or even a used one,rec.autos,94
hi noel i ve made some attempts to write a converter that reads adobe type fonts triangulates them bevelizes them and extrudes them to result in a generic d object which could be used with pov f i the problem i m currently stuck on is that theres no algorithm which triangulates any arbitrary polygonal shape delaunay seems to be limited to convex hulls constrained delaunay may be okay but i have no code example of how to do it another way to do the bartman may be tga pov a selfmade variation of this using heightfields create a b w picture big of the text you need f i using a postscript previewer then use this as a heightfield if it is white on black the heightfield is exactly the images white parts it s still open on the backside to close it mirror it and compound it with the original example object union height field gif abp gif height field gif abp gif scale texture glass translate center rotate rotate upwards scale scale bigger and thicker translate final placement abp gif is a gif of arbitrary size containing abp black on white in times roman points,comp.graphics,198
